part_number,part_name,classification,subsystem,included,exclusion_reason,classification_rationale,source_geometry_path,render_png_path,camera_view_note,timestamp,png_sha256,render_status,unrenderable_reason,source_commit_sha,geometry_state,tessellation_tolerance_mm,triangle_count,occurrence_count,occurrence_ids,function_summary,material,manufacturer,cad_classification,volume_mm3,solid_count,face_count
DF8-R2-ACTUATOR-FIXED-YOKE-GS19-001,DOUBLE-SHEAR GS19 ANCHOR YOKE WITH CONFORMAL LONGERON TONGUE,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-ACTUATOR-FIXED-YOKE-GS19-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-ACTUATOR-FIXED-YOKE-GS19-001.png,"Orthographic hero view; source axes xyz -> display axes xyz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,acf12df229ff9ba508512869c45a2aa15f6966a2d24ed7b6b35857845fff01dc,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.04768647607026546,2136,1,GS19-FIXED-YOKE,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,707.346591544634,1,47
DF8-R2-ACTUATOR-FIXED-YOKE-HBD-001,DOUBLE-SHEAR HBD ANCHOR YOKE WITH CONFORMAL LONGERON TONGUE,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-ACTUATOR-FIXED-YOKE-HBD-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-ACTUATOR-FIXED-YOKE-HBD-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,5a39556ab1e0306d0474b0914ca246c44b00de725a2336b7fd24709927e828c3,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.04636809247747852,2136,1,HBD-FIXED-YOKE,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,699.346591544634,1,47
DF8-R2-ACTUATOR-PIN-004,4 MM CAPTIVE ACTUATOR CLEVIS PIN,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-ACTUATOR-PIN-004].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-ACTUATOR-PIN-004.png,"Orthographic hero view; source axes xyz -> display axes yxz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,5ade581384c0f387745c58102c2c2915f561c7cb6ce79db2cdacfa276d04fd7c,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.029393876913398138,2012,4,GS19-PIN-FIXED;GS19-PIN-MOVING;HBD-PIN-FIXED;HBD-PIN-MOVING,"Provides the modeled 4 mm captive actuator clevis pin; registered interfaces use captive actuator clevis pin, external groove retainer.",17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,165.17905123952582,1,9
DF8-R2-AFT-LONGERON-001,AFT PRIMARY LOAD-PATH LONGERON,MAKE,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-AFT-LONGERON-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-AFT-LONGERON-001.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,bda7576584fde99e9ccf81797c33bc20eb85213a50b4bda9ad5477a289e472eb,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,52,3,AFT-LONGERON-1;AFT-LONGERON-2;AFT-LONGERON-3,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,1718.7468053823177,1,8
DF8-R2-AFT-ROUTE-RING-001,AFT STRUCTURAL RING WITH CONTROLLED ROUTE PASSAGES,MAKE,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-AFT-ROUTE-RING-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-AFT-ROUTE-RING-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,e5c51529290ab1146f2a52fc0c5baf54cbdd08ead720ade3d45d8b16981764ac,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.1620123452086291,2526,1,AFT-ROUTE-RING-001,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,10497.380524558008,1,9
DF8-R2-AFT-SHELL-001,AFT GRADE-9 SHELL WITH HARDPOINT AND HINGE APERTURES,MAKE,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-AFT-SHELL-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-AFT-SHELL-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,98b323b7abaf1622864a583a39adfe4fb751dcbb710a9d1827aa8ea04aa04c93,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,9030,1,AFT-SHELL-001,Closes the body envelope while carrying the modeled apertures and local interfaces.,Ti-3Al-2.5V Grade 9,STINGRAY custom,DRAWING_DERIVED,55472.00956544197,1,53
DF8-R2-ARM-BLADE-001,733.806 MM SMOOTH ANALYTIC HOLLOW OML ARM WITH SWEPT STOP-HARDWARE RELIEFS,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-ARM-BLADE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-ARM-BLADE-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,187e43f83d408ad08244c6f74cf36710c63d7e4c50386802f16428e41b8cb31a,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,10228,3,ARM-1;ARM-2;ARM-3,Provides the 733.806 mm deployment member and its controlled root/stop interfaces.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,26301.860562267142,1,199
DF8-R2-ARM-STOP-PAD-001,REPLACEABLE ARM STOP AND AUTOMATIC-LOCK STRIKE,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-ARM-STOP-PAD-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-ARM-STOP-PAD-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,7d8d8786987a5247445662f60f84b47aa287ea292c07b03bf333d70773118dbc,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.026617287615382602,1932,3,ARM-STOP-PAD-1;ARM-STOP-PAD-2;ARM-STOP-PAD-3,Defines the mechanical deployment limit and receives the positive lock interface.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,151.9246858269315,1,22
DF8-R2-AUTO-LOCK-BUSHING-001,PRESS-FIT LOCK GUIDE OUTER RETAINER BUSHING,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-AUTO-LOCK-BUSHING-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-AUTO-LOCK-BUSHING-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,6edecf996dc316d9c42906d2d0d166ff286bfb1e40dc9b8b77c62d9b0f2ec92a,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.01,908,3,LOCK-BUSHING-1;LOCK-BUSHING-2;LOCK-BUSHING-3,Engages the deployed stop system to retain an arm independently after deployment.,PEEK,STINGRAY custom,DRAWING_DERIVED,0.23443395315417684,1,8
DF8-R2-AUTO-LOCK-DOG-001,SPRING-DRIVEN POSITIVE DEPLOYED LOCK DOG,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-AUTO-LOCK-DOG-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-AUTO-LOCK-DOG-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,16bbd61ad95b0ce1541c227aaa951b67ba5ca86f0623f1589d33b7ab6f7b227c,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.01,1004,3,LOCK-DOG-1;LOCK-DOG-2;LOCK-DOG-3,Engages the deployed stop system to retain an arm independently after deployment.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,1.0850275627335748,1,5
DF8-R2-AUTO-LOCK-SPRING-001,CAPTIVE LONG-STROKE AUTOMATIC-LOCK COMPRESSION SPRING,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-AUTO-LOCK-SPRING-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-AUTO-LOCK-SPRING-001.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,404d8d86660940cf429d58173ad3251f92766239bdf9602a823d8c5056b659bf,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.01,137536,3,LOCK-SPRING-1;LOCK-SPRING-2;LOCK-SPRING-3,Engages the deployed stop system to retain an arm independently after deployment.,1.4310 stainless spring steel,STINGRAY custom,DRAWING_DERIVED,0.3638330274094065,1,3
DF8-R2-BACKUP-ACCESS-FIXED-SECTOR-003,FIXED SECTOR 3 WITH TWO RADIAL M3 BACKUP-GUIDE HEAD POCKETS,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BACKUP-ACCESS-FIXED-SECTOR-003].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BACKUP-ACCESS-FIXED-SECTOR-003.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,56e3cbd1f94ed22a2509e03cf3844e66bffb7b5c4f0f4073909a69c42c5a120e,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,3332,1,FIXED-SECTOR-3,Provides the modeled fixed sector 3 with two radial m3 backup-guide head pockets; registered interfaces use captured split liner.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,76687.53789130793,1,38
DF8-R2-BACKUP-GUIDE-LONGERON-003,PRIMARY LONGERON 3 WITH TWO RADIAL BACKUP-GUIDE M3 CLEARANCE BORES,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BACKUP-GUIDE-LONGERON-003].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BACKUP-GUIDE-LONGERON-003.png,"Orthographic hero view; source axes xyz -> display axes zxy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,8afd2887ea7aafc4517d7292b0388fa901f1aa968d0fe42c4ed49bae3c85b6ee,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,1644,1,ARM-LONGERON-3,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,10997.996970983115,1,10
DF8-R2-BACKUP-SPRING-16N-001,CONTROLLED 16 N/MM GUIDED BACKUP COMPRESSION SPRING,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BACKUP-SPRING-16N-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BACKUP-SPRING-16N-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,35cd2d54ec22e1097d8dafd541a53a42c60db28ea80e66541e60186bac124ebd,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.2934231121326807,305426,1,BACKUP-SPRING-001,Provides the independent mechanical bias path acting on the common crosshead.,1.4310 stainless spring steel,STINGRAY controlled spring specification,DRAWING_DERIVED,6907.1433139746205,1,3
DF8-R2-BACKUP-SPRING-FIXED-SEAT-001,BACKUP SPRING AFT FIXED SEAT WITH LONGERON MOUNTING TONGUE,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BACKUP-SPRING-FIXED-SEAT-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BACKUP-SPRING-FIXED-SEAT-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,85e0ead9a097be0f022ad03b495830c12aa7ef8e8550599e106d06ebd1978282,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.052993962549709374,2664,1,BACKUP-SPRING-FIXED-SEAT,Maintains the slender body geometry and transfers structural load between body stations.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,949.5448212127816,1,9
DF8-R2-BACKUP-SPRING-GUIDE-001,BACKUP SPRING DLC GUIDE SHAFT WITH TWO FIXED SUPPORT SHOULDERS,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BACKUP-SPRING-GUIDE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BACKUP-SPRING-GUIDE-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,b99dfef1e01755d8f104c3e3602151f61b7503f0b8dea962889be90927de60af,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,3444,1,BACKUP-SPRING-GUIDE,Provides the independent mechanical bias path acting on the common crosshead.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,3750.833153224008,1,20
DF8-R2-BACKUP-SPRING-MOVING-SEAT-001,BACKUP SPRING CROSSHEAD SEAT WITH PILOTED PERMANENT LAND,MAKE,Arm deployment / activation,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BACKUP-SPRING-MOVING-SEAT-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BACKUP-SPRING-MOVING-SEAT-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,d2e6928f2822acf334c130843fe46a73f3cca573ffb17c5e054c5e423bb6b671,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.0491121166312347,1008,1,BACKUP-SPRING-MOVING-SEAT,Provides the independent mechanical bias path acting on the common crosshead.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,953.3162907318227,1,4
DF8-R2-BALLAST-001,"FORWARD TUNGSTEN BALLAST, SPINE SOCKET AND TAPERED REAMED HALF BORE",MAKE,Body structure,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BALLAST-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BALLAST-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,ff3fb489ddf9633d3a4e5d6193887f76b3487fa1d378d14fd374d2f319163368,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,3274,1,BALLAST-001,Concentrates forward mass and supports the controlled center-of-gravity placement.,Tungsten heavy alloy,STINGRAY custom,DRAWING_DERIVED,287307.507603522,1,14
DF8-R2-BOOSTER-AFT-WELDED-CLOSURE-001,SOLID AFT BOOSTER CLOSURE WITH LOCATING PILOT,MAKE,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BOOSTER-AFT-WELDED-CLOSURE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BOOSTER-AFT-WELDED-CLOSURE-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,5b8503c9d9feca09a847c21db999a9cfae1974dd730cc7dcf49ad8a38ebe1b05,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.03130367390578939,1004,3,BOOSTER-AFT-CLOSURE-1;BOOSTER-AFT-CLOSURE-2;BOOSTER-AFT-CLOSURE-3,Provides the modeled solid aft booster closure with locating pilot in 3 occurrences.,316 stainless steel,STINGRAY custom,DRAWING_DERIVED,125.75795392319938,1,5
DF8-R2-BOOSTER-BAND-001,CAPTIVE BOOSTER SUPPORT BAND WITH M3 TAB,MAKE,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BOOSTER-BAND-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BOOSTER-BAND-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,30152292dc00369f245123c0188c04aabee6c1e119b3aba6e66b76c3c071feeb,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.048019266966500024,2168,9,BOOSTER-BAND-1-1;BOOSTER-BAND-1-2;BOOSTER-BAND-1-3;BOOSTER-BAND-2-1;BOOSTER-BAND-2-2;BOOSTER-BAND-2-3;BOOSTER-BAND-3-1;BOOSTER-BAND-3-2;BOOSTER-BAND-3-3,"Provides the modeled captive booster support band with m3 tab; registered interfaces use m3 bolted peek clamp, three spaced support bands.",PEEK,STINGRAY custom,DRAWING_DERIVED,238.05406605816108,1,23
DF8-R2-BOOSTER-COLLECTION-LINE-001,SHORT 316L BOOSTER COLLECTION LINE WITH INTEGRAL FERRULE ENDS,MAKE,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BOOSTER-COLLECTION-LINE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BOOSTER-COLLECTION-LINE-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,d26882d02fbed433104dbf374fb082025cdd38b1576a049ce22e453e0af19433,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.01,3024,3,BOOSTER-COLLECTION-LINE-1;BOOSTER-COLLECTION-LINE-2;BOOSTER-COLLECTION-LINE-3,Carries the modeled pressure or mechanical-control path between terminated interfaces.,316 stainless steel,STINGRAY custom,DRAWING_DERIVED,4.728882341816032,1,12
DF8-R2-BOOSTER-FWD-ADAPTER-CLOSURE-001,PORTED FORWARD BOOSTER CLOSURE WITH WELD LIP AND VALVE ADAPTER,MAKE,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BOOSTER-FWD-ADAPTER-CLOSURE-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BOOSTER-FWD-ADAPTER-CLOSURE-001.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,f3c1ec19baeb9f82ce79b9f675fcabe1be4c456c6ac7b22aff6847c12a6b22e6,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.0370772167240207,1512,3,BOOSTER-FWD-CLOSURE-1;BOOSTER-FWD-CLOSURE-2;BOOSTER-FWD-CLOSURE-3,Provides the modeled ported forward booster closure with weld lip and valve adapter in 3 occurrences.,316 stainless steel,STINGRAY custom,DRAWING_DERIVED,159.20806170229673,1,6
DF8-R2-BOOSTER-RESERVOIR-001,13 OD X 11 ID X 430 BOOSTER RESERVOIR WITH END BOSSES,MAKE,Gas / inflation path,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[DF8-R2-BOOSTER-RESERVOIR-001].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_DF8-R2-BOOSTER-RESERVOIR-001.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,5f584a10296f92e15c000c26243584daec7ec535b256d844215cb88c7a163ffb,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.35,3024,3,BOOSTER-1;BOOSTER-2;BOOSTER-3,Provides distributed gas-storage volume along the forward body.,316 stainless steel,STINGRAY custom,DRAWING_DERIVED,17200.219778404113,1,12
